Hugo_Symbol	expr.mean
CNOT1	0.042599086
SLC13A4	0.214143965
ZBTB11	0.01696298
B3GALT5	0.127979583
EXOC2	0.124090181
IRS1	-0.147139894
TMEM1	0.022620775
MRPL34	0.013036861
SAMM50	-0.031636654
CDC42EP3	0.006972121
HSF2	0.0121883
MFN2	-0.020772395
TSPAN7	0.25089909
NUCB1	0.03600106
RHOH	0.127684186
ARL16	0.009130713
TACR1	-0.029709174
SFRS5	0.038569762
SNX25	-0.014509141
RHBDF1	-0.016745576
PCDH18	0.044737346
HMG1L1	0.037966636
MYO5C	-0.170376371
MAPK10	0.031342779
LDHAL6A	0.018868958
NUDT12	-0.131183128
NCAM1	-2.70E-05
GLIS2	0.038780622
GGTL4	0.128856947
DAPP1	-0.091680073
ATF7	0.04327838
KIAA0748	0.129221664
NFIL3	-0.087445155
TM6SF1	-0.078825709
SEZ6	0.063379408
CLDN6	0.109100548
CIITA	0.027377554
EPHA4	0.119083442
FANCC	0.071333638
CMTM3	-0.029891225
PSG3	0.026200245
MRPL15	0.09703702
C21orf59	0.019252285
PLCXD2	-0.020318556
C2orf34	0.026135055
UBE2L6	-0.009027291
MED14	0.004202463
HP1BP3	-0.019105931
C6orf208	0.058681901
TPBG	-0.075791133
OSR2	0.017006757
XPC	-0.051519194
KLHL7	0.035903711
CCR3	0.024826091
AGTPBP1	0.022680068
PCSK6	-0.00841953
STAT5A	0.035658521
FAM18B	-0.029305302
LONRF2	-0.271078313
PTPN2	0.055855347
SF3A3	0.032260214
EFCBP2	-0.012128887
HCFC1	0.002234298
ACTR5	0.057775594
KIF14	-0.040773519
TENC1	-0.013202468
HEATR5B	-0.006347349
YIPF2	0.017960086
MYEOV2	0.020148709
DUSP18	-0.007307587
KIAA1012	-0.018295247
AHR	-0.03703166
C17orf53	0.051393053
PTPRH	0.161463894
ATP6V1C1	0.129503859
TAS2R3	
LOC440356	0.23481368
COQ10B	-0.017756399
PSMF1	-0.014124603
SORBS2	-0.243422101
NFE2L2	0.016362888
TMCO7	0.040361974
SH3PXD2A	-0.027336706
SH2D2A	0.083934644
SPINK5	0.354239488
MRPS24	0.025788391
OPA3	-0.010546161
TRAF7	0.027296771
C4orf35	-0.00736632
MT1G	0.124177559
MGC39545	-0.00483555
HS1BP3	0.008078812
OR2B2	-0.001563985
CHRM4	-0.027158135
SFRP2	-0.373562161
RIC3	0.357475166
ART1	-0.025286106
C6orf1	0.012323812
DUS4L	0.01763117
C10orf104	-0.00710649
TNFAIP6	-0.181379342
RTEL1	0.037037477
CCT4	0.020548629
ZNF709	0.022605119
CHMP6	0.018744962
UPP2	0.041508227
CYP19A1	0.065993596
CD151	-0.040424121
NDUFA13	-0.012257461
ARFRP1	0.064579837
FAM26B	-0.103312157
CRYBA1	
MRPL41	0.041278188
NPFFR2	0.462307633
HRH2	0.023765082
SCAMP3	-0.026764792
MTMR6	-0.010041133
MTG1	0.015707508
UBTD1	-0.049576782
CRABP1	0.768750457
FLJ33790	0.017804388
KIAA1908	-0.05750396
GPR158	0.489249238
PACSIN3	-0.098100219
OMD	-0.30113766
CATSPER1	0.001907552
HOXB8	-0.025141282
FBXO46	0.040941499
OAS1	-0.036024547
SVIL	-0.002731261
PHB2	0.030060786
ADCY3	-0.036521024
NDRG2	0.13349604
ERMAP	0.015064676
APBA2	0.137103519
IGSF9	-0.082718464
WNT6	0.21738834
MYCBPAP	0.07619942
ATP2B2	0.035398033
CPVL	0.047593845
TRAM2	0.007258576
NOP5/NOP58	0.097130713
ZNRF4	0.011285954
TLK1	-0.001763254
MTMR12	0.054338293
ZNF384	0.0079454
FAM9B	0.042088362
RPN1	0.033073777
PMVK	0.035215722
EIF3D	0.013366322
SIX2	0.042750914
HPS1	0.006026762
RNF7	0.007281079
PSKH2	0.007136197
KCTD13	0.026738239
CSMD3	0.074880916
FBF1	-0.042458867
IL8	0.343482569
SERPINB13	0.066758735
FBXL20	0.125969378
BLR1	0.001845978
SH2B1	0.035867751
RFNG	0.017967713
RAB20	-0.048282437
RBM7	-0.067292962
POLR1A	-0.006413331
TMPRSS4	0.642479739
TAF9	-0.030573812
TERF2	0.025593857
TNFRSF1A	-0.028776038
ACADVL	0.028286406
GTF2H5	0.022894424
EDG8	0.089587589
C9orf140	0.031279479
UST6	0.001289455
ZBTB8OS	0.054540219
ZNF710	0.024941499
GPR174	
ATP6V0A2	0.02161426
KIAA0319L	-0.027706735
XKRX	0.067874771
DOPEY2	-0.029484278
SDHD	0.027543185
SUMF1	-0.012240402
OSM	-0.047345521
OPN3	0.014703382
DAGLB	0.000354653
PPFIBP1	-0.047834735
TRIM63	0.140573126
C10orf53	
LYPD3	0.06012247
BCL7A	0.03902628
AGER	0.029044302
TCF19	0.064344249
SAT2	0.046400214
PFTK1	-0.043827967
GABRE	0.466277651
C15orf38	-0.028944241
FIS1	-0.044957038
KCNV2	0.039883455
CLPS	0.154782576
PPCDC	0.033322996
FOXN2	0.016729146
NT5E	-0.006147086
CD83	0.087734918
IL18	-0.021824726
VPS16	-0.021956581
IGFBP2	-0.099961611
NOTCH2	-0.02857404
SIGLEC1	-0.013842247
CD93	-0.040758684
SULF2	-0.07570841
CEP164	0.024043419
P53AIP1	0.093686857
TOR2A	-0.00852225
ZNF136	-0.04294287
MGP	-0.185050274
CCDC144A	-0.053964815
TRPC1	-0.007124804
SMS	0.062052707
MAPK7	0.039614344
RRAGC	0.008243144
PARD6A	0.044401892
NUB1	-0.002208724
SYNGR4	-0.014598417
OR11H12	
WIF1	0.575233644
GCH1	-0.002092322
OR11H4	-0.037731261
SLC44A5	
GPRIN2	0.009609543
LOC401431	-0.012846132
CPA4	0.205202742
MELK	-0.068744249
IL15RA	0.024775137
CUL3	-0.00776577
HMBOX1	-0.188854205
PODXL	0.022454296
CCT6B	-0.013321576
COMTD1	0.063442413
MUC20	0.182552466
GPX2	0.322269196
ITK	0.08149975
FBXL5	-0.079696984
C13orf27	0.098406307
DEFA5	-0.018000914
TRHDE	
MTP18	-0.005606638
UQCRQ	0.00776106
ITGB2	0.013774468
CSRP2BP	-0.039627514
TAS2R44	0.034820841
PHPT1	-0.062358155
FAM44C	0.034122029
ERH	-0.016954753
MPHOSPH1	0.036155388
MORC1	-0.03804936
PARVB	-0.006431444
LAMA1	0.031067388
PGBD3	0.013011883
GIMAP6	-0.066828305
AREG	0.129878724
LIPT1	0.023524223
MGC99813	0.068996801
C1orf201	-0.004567384
GRIN2A	-0.006872868
MAN2C1	0.002555987
NSUN5	-0.008610146
SF3B5	0.008726234
MYC	-0.019461126
NRXN1	0.229114031
ZNF18	0.051353748
SPDYA	0.065263717
SLC37A1	-0.020011883
DECR2	0.037096435
ANKRD38	-0.010079044
SPTLC3	-0.082511265
SUPT16H	-0.001279479
DTWD2	-0.031471664
ULBP1	
ZADH1	-0.070059124
OIP5	-0.04417596
IL10RB	-0.00586228
OTUB2	0.007536585
VWA3A	0.099226296
SPIC	0.158797373
OR6C4	-0.000745887
PSCD4	-0.00521726
DPY19L2P2	-0.01158958
TRAPPC6A	-0.032556656
C21orf2	-0.011188982
CEMP1	-0.003390311
LIN7B	0.026799817
E2F7	-0.006871722
VCP	0.003115724
LAMA3	-0.016901828
BGN	-0.114149452
GPR160	-0.368026274
COCH	0.580111832
GPR81	-0.218843389
APOBEC3F	0.08209034
tcag7.1017	0.015573583
C1orf32	0.072874771
SCGB1D2	-0.851308044
FLJ43987	-0.071873857
C6orf170	-0.013837751
KLK9	0.038921389
GPD1L	-0.140887797
VPS37B	0.034464351
ATG3	-0.01889336
ADAMTS17	
KLHDC2	-0.029563686
NDUFV2	-0.054
BLK	0.249583941
MATN4	0.346394881
GPM6A	0.299406057
GBP4	0.007517963
TMEM162	0.006769691
PKP2	-0.040946984
HRASLS	-0.31478287
MMP1	0.366182815
SFXN3	-0.022787934
FSD1	0.082143817
CA12	-0.743159232
NCOA6	0.034912249
C19orf58	0.033616453
PPP4R1	0.017818104
MAN1A2	0.038704887
IKBKAP	0.008267824
UPF1	0.007124907
KIAA1219	0.02070521
WNT16	0.039102287
SNW1	-0.031164305
IL18RAP	0.001469378
RPP30	0.009081973
CDC40	0.034033031
SETD3	0.020071905
SLAMF6	0.137786561
ELK4	-0.003264168
TRIM47	0.07298538
ACOX3	0.030465265
TRIM6	-0.115554159
KIAA0372	-0.032915883
TP53AP1	-0.106611322
SMURF2	0.079813985
ADAD1	0.025453991
EBP	0.0165766
KRTAP13-2	-0.023595978
FLJ36874	0.044047521
TOR1A	0.004231932
P2RY4	0.011329068
GPBP1	-0.047437843
TRPV1	-0.005843464
ADAMTS12	-0.048916759
PES1	0.02752406
ATG4A	-0.000775144
MAGEA10	0.172699117
WFS1	-0.128802102
CC2D1B	0.019260479
PABPN1	0.046840722
SLC25A30	0.002621267
SLCO1C1	0.037740965
SLC22A5	-0.122632541
KIF23	-0.070507011
SYN2	0.182665453
ASPN	-0.22690677
CENTG2	-0.007969378
QSOX2	0.020428091
FLJ10815	0.048307311
STK24	0.045432876
SPEG	0.028280987
STK10	0.010044495
DACT2	0.288776051
AAAS	0.043315814
SSX3	0.073038121
ABCD3	0.008483181
C4orf12	0.016159049
PARVG	0.04079464
FIG4	0.045484004
C9orf46	-0.024033364
TMCO6	0.011423218
IGHMBP2	0.117114717
DUS2L	0.045304342
FAM3C	-0.040310388
TMEM16D	0.083904755
DCTN4	-0.029767824
KCNH3	0.129419561
EIF2AK2	0.026309872
AP1S3	0.038654479
CST4	0.211883912
PAM	-0.016065135
NUTF2	0.021747715
CITED2	0.057689762
SLC39A4	-0.033056216
C2orf52	-0.014086837
GRM3	-0.040975623
C12orf49	0.05719447
CCDC49	0.05065649
GRAMD1B	0.00994928
FNDC4	-0.047002285
SIAH2	0.087015768
GDPD4	-0.008569927
C21orf87	0.048963665
ATP5A1	-0.037876594
C16orf63	0.025380027
LOC388135	0.094685108
ATP5J2	0.035894196
MMP3	-0.204050731
EMID2	0.016573431
CRHR1	0.015695155
WDR70	0.041542505
C13orf31	-0.047585314
ZFAND1	-0.025050274
CCL18	-0.199266486
C3orf49	
RINT1	-0.043812614
KIAA0408	0.120799106
F13A1	-0.19798574
SLC10A1	0.050697874
OGN	-0.192436015
GIPC2	0.133436338
XPO6	0.014937256
LCE1A	-0.019329982
FMR1	0.030461243
LOC374920	-0.013855576
DUSP3	-0.016319013
ANKMY1	0.024663163
C7orf50	0.003136197
BBS9	0.00955715
UNC119B	0.004076155
C9orf72	0.022068261
MGC35440	0.026799817
ENTPD6	-0.003513775
PPP1R2P9	0.017647024
ERCC4	-0.002968007
FAHD2B	-0.016032907
HMHA1	-0.017710238
HACL1	-0.021824954
RAD23A	0.000541133
FAM83B	0.013276814
PPP5C	0.032127967
C9orf153	-0.045171541
SCAMP4	-0.018060982
GHITM	0.001178611
NDUFB7	0.033242459
ADCYAP1	0.349743018
SP110	-0.009797989
MAP3K7IP2	-0.02017017
DHH	0.02578245
AGRN	-0.01783938
WDR33	0.02913041
CEP290	-0.006605854
PRPS1L1	0.000172143
KLRA1	-0.020383912
GPR97	-0.015435101
CHD7	-0.065701271
TLR10	0.130844
SLC30A8	0.739351005
HIC1	-0.002616912
IAPP	0.040795247
RXFP4	-0.002106947
GP1BB	-0.025303931
SHQ1	-0.02058958
NKX2-3	0.012160585
API5	-0.003791133
FTHP1	-0.003378428
MOV10L1	0.079728918
TRIM6-TRIM34	-0.112453689
ADHFE1	-0.03416042
FAM117A	0.019477605
DDI1	0.014393331
CDON	0.014827839
TRIM73	
IGKC	-0.476763254
MMP14	-0.014910174
DYNC1LI1	0.005282678
C11orf66	0.044526355
TRBV3-1	0.05197349
FASTKD5	-0.003798446
BIVM	-0.069690585
LHX4	0.00724528
CXCL2	0.332397238
RAB2B	0.013513715
IZUMO1	
MAP3K15	0.066556446
FAM19A2	0.055951843
ZC3H8	0.025837309
ZMAT1	-0.0277864
SPINK5L3	0.044055155
SLC10A6	0.051371115
APPL2	-0.015810329
CARD10	-0.048415918
LOC402176	0.000702925
EEF1D	0.014562157
RAB6A	0.076267073
C12orf5	-0.016517367
PAPOLG	0.010392139
MSRB2	-0.011593236
BCR	0.006286523
PUS3	-0.010952011
TIAM2	-0.002440128
ZNF317	0.027691536
CHD2	0.014024318
FZD5	0.056629386
NUDT8	0.155180987
ZNF763	0.014892139
PRC1	-0.017203338
ABCB9	0.070707018
SPATA3	-0.016947742
TRAK2	0.013568784
STAB1	-0.000708115
LRRTM2	-0.002178523
psiTPTE22	-0.048091408
DBI	0.024065814
C20orf58	0.063870506
RPS6KA4	0.024700479
FLJ90650	0.233255027
TGFBRAP1	-0.005999238
CHRDL2	0.254175567
FAHD2A	0.016772095
CNTN1	0.093381174
BBS4	-0.094536015
TMEM181	0.049073583
MINPP1	-0.028037172
MPHOSPH6	0.036175718
HOXC10	-0.427586106
ITPKB	-0.011647656
CLPTM1L	0.006160649
MEOX2	0.195290016
ATP6V0C	0.004816728
PRPF8	0.027797082
TMC5	-0.240476082
FKBP3	0.004001371
PLEKHB2	-0.031676318
OR4D6	0.005945155
ZNF544	0.002015539
D2HGDH	0.008036106
RPL18A	0.024721024
HEL308	-0.026104662
MPP6	0.125919104
TCERG1	0.001698355
KRT16	0.504766004
KLF17	-0.022459481
KLF5	-0.033321984
CDR1	-0.003287837
VCX3A	0.437075868
FBLN2	-0.153295932
C14orf104	0.035255941
HBE1	-0.00754479
OR4S2	0.059853748
C1orf108	0.027343998
ROBO4	0.007410728
CPEB4	0.007223852
C11orf80	0.001005856
BCKDHA	-0.00981628
MYOC	0.466950484
GIF	
CKMT1A	-0.234870201
RPL3	0.038444059
THBS1	-0.115982861
APOO	0.036445612
ARMCX1	-0.163873857
HSZFP36	-0.04235192
EIF4ENIF1	0.011171389
ZNF433	0.006525899
TNFRSF21	-0.003753852
TMPRSS7	
SPATA18	0.018208428
HPDL	0.422122486
MKL2	-0.002451188
TBX3	-0.103772899
C21orf93	-0.006510375
DAXX	0.021100548
ELMO1	0.041221642
RGS13	0.134568585
TAF11	0.037340951
UNC13A	0.148575468
LOC653314	0.103274874
ORC3L	0.036347806
IMAA	0.047507313
TARBP2	0.003345521
CABIN1	0.015900914
TRIOBP	-0.014446561
HIST1H2AC	-0.048876371
RGS22	0.25522334
NCOA1	-0.040808038
IL25	0.150414991
SNCG	0.280592322
GPR6	0.036613346
AMDHD1	0.293746185
CHEK2	0.055478748
C6orf142	0.269914837
DRD4	-0.052602834
C14orf68	0.014489793
GDF11	0.091322212
SEMG2	
CD247	-0.034468007
CDAN1	-0.023914534
RBMX2	0.00014381
TGS1	0.046551797
OIT3	0.202695461
SYF2	0.001519196
MCM4	0.022043647
PKHD1L1	0.175423168
CEP192	0.023041112
IFT88	-0.036013254
RPL9	-0.0161857
RAB32	-0.059212294
DDX43	0.327998781
P2RX2	0.028122563
OR5D18	
UBE1	0.044771316
SLC24A1	-0.068330896
ARHGAP5	-0.042350091
CETP	0.05554357
KIAA1731	0.018914146
SLC9A4	-0.03766819
PTPN6	-0.022893967
BAHD1	0.018663163
GRIK3	0.099239488
CACNB2	0.083051592
PDE10A	0.155190739
DGCR14	0.020778336
PCDHB9	0.089788848
RHOQ	-0.041143494
MAP3K4	-0.014980804
KTI12	0.017482333
RPL23AP13	0.060565356
GNG11	0.08586426
CLCN3	0.007505245
GPAM	0.186440095
VSTM2A	
SLAMF7	0.059281049
INTS2	0.07953702
PPP2CA	-0.047192687
LRP12	0.057486176
SEC14L2	0.026851497
DKFZP586H2123	0.087882541
MC3R	-0.035490859
CIRH1A	0.051514016
HIST1H2AB	0.024011548
POLH	-0.016829656
MGC16703	0.106980484
FILIP1L	-0.087824954
RASGRP4	0.006992687
LRRC1	-0.006101005
GAS1	-0.163052559
PRAC	-0.011580287
DGKA	0.010669287
NT5C3	0.029651737
PEG3	0.502835578
PRR17	0.016933272
LOC374569	0.162896101
SGSH	-0.036381464
NLRP8	0.103213894
GALT	0.02739287
MCF2	
ZNF263	-0.018485832
TACSTD1	-0.009579832
TYR	0.027293856
ATP6AP2	-0.016845978
RNUXA	-0.017416819
ABHD10	0.003422232
GDPD2	0.217523464
SLC35C1	0.080129342
UBE2A	0.011741415
HERC5	0.147420463
FAM112B	0.18674345
FBXL16	-0.259682815
DKFZP434A0131	0.018274223
ELA3A	0.006234004
RBM41	0.032950183
HAO2	0.043797227
RNH1	-0.049396611
SHANK2	-0.021400907
OSBP2	0.089598395
DAK	0.02464321
C3orf58	0.127601519
TCL1B	0.270735832
KBTBD2	0.001140539
SUGT1L1	0.036769958
UBE2E2	-0.031180995
MYL9	-0.052882541
CDC23	0.030369594
PBXIP1	-0.047334186
CXorf40B	0.074382084
NBL1	-0.041319013
RTBDN	0.145547532
RAB11FIP5	-0.036856033
TTTY13	0.00678702
SCOTIN	-0.021552636
SOHLH1	0.207092993
CDKN1A	0.007353519
NCK1	0.081436015
ZNF550	-0.034058958
SAPS3	0.062278874
SPIN3	0.021979881
MAGEE2	0.074205059
MIS12	-0.006757172
OR8H2	-0.030195612
KIAA0774	0.052752265
UNC5D	
CUL7	0.014642298
LIPC	0.044996174
DIO1	0.182757464
C20orf11	0.089059232
CTRL	0.026005788
HS3ST2	0.090158441
PAK4	0.01261517
CCRL1	-0.017571755
RNF10	0.003782221
ZNF567	0.04223309
ZNF660	
TCEAL3	-0.017857404
MAGOH	0.016085011
CENPB	0.020221495
C19orf7	0.003874739
LOC388965	0.012091865
ZCCHC13	0.033610603
JMJD1A	0.021150274
HIST1H4H	0.0926234
TBRG1	0.001399086
GPC3	0.307406307
TAF1C	0.043363574
CIAPIN1	0.046367459
PDGFRA	-0.05349821
CSTB	0.127952697
CENPI	0.00715879
GTF2E2	0.027610278
RPP21	0.036956124
CCNF	0.00280074
KCNQ3	0.062202925
FAM79A	-0.036960695
SLC22A12	0.015394881
NOVA1	0.37933096
FZD3	-0.075955393
AKAP8	0.039543876
SOCS5	-0.013821656
CFDP1	0.029584095
DLG5	0.019127514
PGM5	0.127850073
C1orf144	0.009777417
HDAC10	0.030765996
RND2	0.057496801
C20orf199	0.032217093
RNMT	0.023615565
SLURP1	0.263579459
ASTN1	0.06555691
SH3BGR	0.070335923
MYCL1	0.081610112
ZHX1	0.054971064
CENPK	-0.025653565
FOSB	0.268250823
LOC643406	0.092452943
C2orf59	-0.042124771
TMEM135	0.012631071
SLC27A2	0.226900366
KRT33A	-0.020704753
OVOL1	-0.041024645
PAMCI	0.162883934
S100A7	1.093194698
ZNF789	0.050607861
HARS2	-0.028530165
RPL23A	0.06541441
TCF23	0.091964503
UPF3B	0.076705667
C17orf78	
HLA-DOB	0.071689611
C14orf142	-0.004075567
TEKT5	-0.038620578
DMWD	0.042722121
POLD1	0.061885128
GSCL	-0.030316271
CALD1	-0.060485923
SCRT1	-0.021830453
AIG1	-0.023873857
UNC84B	0.021638026
ZNF404	-0.147558044
TMED6	0.118908896
KIAA1462	-0.025694698
LRRC27	-0.061623483
PYGO1	-0.014067642
PIGU	0.010923229
ALAS2	0.015502154
WRNIP1	0.027048446
CNNM3	-0.004070384
ZNF2	-0.025799208
ST3GAL5	0.028657927
MRPL23	-0.017579068
TSSK6	-0.020534276
PSMA6	0.045318099
C16orf70	0.091917276
KIAA1602	0.030276508
ALMS1	-0.014085013
DCN	-0.187697212
TMEM132D	-0.028354973
SUCLG2	0.004141225
ABHD14A	-0.040744516
DEXI	0.024399141
AMPD2	0.013855402
CYB5A	-0.211806033
TLOC1	-0.020671534
NXF5	0.034660969
NRBF2	0.044789762
KCTD3	-0.032698355
ITGAE	-0.010819909
SLC30A3	0.086012494
ZRF1	0.020116088
IFRD2	0.012141095
XAB1	0.045617459
PYCR2	0.024101764
SERPINB3	0.379789762
TMLHE	-0.052826508
GEFT	0.066421598
ABCA5	-0.0006266
EMR4	-0.015982733
TSFM	0.05765128
HIST3H2BB	-0.061792962
ARHGEF19	-0.011238574
TSPAN17	-0.021704755
ABCC8	-0.392171695
MAP1S	0.014661479
C22orf36	-0.015471207
BNC2	0.009188751
HIST1H4A	0.021463435
NDUFS3	0.005151426
WDR3	0.041523455
XKR4	0.017764627
TTC33	0.015013506
STMN2	-0.243141073
CPN2	0.016153453
HSPC105	-0.276274713
PCOLCE2	0.305097349
C3orf55	0.163590494
KLHDC9	-0.197425949
TBC1D23	0.009273537
ATXN2L	0.017260214
MAP2K3	0.04299185
SCAP	-0.025946527
ZNF486	0.037930541
C20orf96	0.038085923
ADAMTSL1	0.005545053
PRCC	-0.010191654
CCDC126	0.056898728
ZNF675	-0.018095064
CALCOCO1	0.001586837
ANKRD43	0.148428397
CWF19L2	-0.005059431
ZBTB32	0.158814261
BRAF	0.039371572
ODF4	0.028079219
MGC14376	0.035128274
HORMAD1	0.819146501
AAK1	-0.011510261
PEBP1	-0.027142024
TNFSF5IP1	0.002837305
DKFZp564N2472	-0.028094453
RMND1	0.165763026
IGKV1-5	-0.415840951
COL1A2	-0.143902245
C19orf21	-0.398263861
GEMIN5	-0.00527011
UBR4	-0.019981525
LTBP3	-0.033573753
AMHR2	0.113219863
PROCR	-0.001569927
MYBBP1A	0.025827697
C20orf39	-0.169039739
ZNF697	0.037245495
PASK	0.012168739
ZNF776	0.010209088
RFXDC2	-0.019657647
KIAA0467	-0.011875229
C10orf96	
ZNF503	0.082981718
GULP1	0.033193261
KCNE4	0.250261126
DKFZp434K191	0.141340201
LOC196913	
BHLHB4	-0.012324497
CH25H	-0.018667276
LOC81691	0.04024253
ALPL	0.11915023
COL12A1	-0.093459095
FOLR3	0.216264947
GPR123	-0.010430605
TRIM62	0.001248786
ABLIM1	-0.024546018
MAST3	-0.005591408
RHBDD1	-0.030447662
LOC338809	
RYBP	-0.045594607
TTC26	-0.019320612
ZNF22	-0.07750608
ISCA2	-0.000212066
RDM1	0.021112888
PIGM	0.001403565
GNB3	0.02100457
ACTR2	0.012776559
HMGB1	0.012887574
EDG1	0.095838501
SOAT2	0.138609079
OR10AD1	
RAP1GDS1	0.084176737
LCE1F	0.017974406
ESM1	0.034468921
RCN3	-0.104988117
CREBL1	0.028741165
DBNL	-0.024705967
PTGER3	-0.069169181
USP30	0.043263144
BCL2L12	0.014751991
KIF26B	-0.100794331
ZNF416	0.013968464
ZNF225	-0.008644424
C17orf70	0.005934186
ZNF554	-0.023250914
RAE1	0.079306278
TNIK	-0.058359559
ACTN3	-0.000138026
MGC45922	0.038957038
RYK	-0.016233095
IL26	0.006818099
LRP3	0.020794662
QARS	-0.031040525
SOX7	0.044539687
BID	0.034252514
OR2S2	-0.035408592
CXCL14	-0.37276234
C11orf47	-0.015095978
MGC29891	0.013395916
HSPB8	0.126479605
PRDM14	
NUFIP2	0.084210238
ZDHHC2	0.054606283
MBNL2	0.005735603
ADD3	-0.061922989
CSNK2A1P	0.009841102
KLK6	0.477302702
TMEM111	-0.036895938
KIAA1279	-0.013107404
NUBP2	-0.0255573
RAB42	0.048992687
ID3	0.032049888
TM9SF1	-0.051250457
MDP-1	-0.038247258
POU4F2	0.021589739
IQCK	0.003320384
C16orf14	-0.003525137
CAPN3	0.061996768
FAM43B	0.005915676
RECQL	0.056438757
AP1G1	0.077908989
CTNNBL1	0.041659949
ECHDC1	-0.11704449
SMARCC1	-0.02356677
FOXQ1	0.054302331
POLG2	0.031339122
CD4	0.06716979
ITLN1	0.142332572
EBI2	-0.037258684
IRF1	0.069704753
PTPRE	-0.048383729
PTK2B	0.008031079
NXNL2	0.214349177
SOX4	-0.002864197
TSPAN3	-0.064695923
SH2D1A	0.089594664
C8orf58	-0.011427903
USP20	-0.024429616
DUSP22	-0.012503338
CALB1	0.041792079
L3MBTL2	0.004808656
MCRS1	0.033957038
TMEM118	-0.01711577
C18orf8	0.012751384
FLJ10241	-0.011143967
GJA12	0.064355576
PKD1	0.011296181
ZFP3	-0.008255027
JAM3	-0.020296161
LAPTM4A	-0.021839144
DIRC2	0.004838665
KIAA2022	-0.123717428
MYOM1	0.096400786
TRPM8	0.215939746
MOP-1	0.051540676
PHKG2	0.007926122
ZNF650	0.014111974
KIAA1522	-0.009467909
PSG8	0.176037366
DDX19B	0.022609689
MOBKL1B	0.021907678
DIAPH2	-0.033386949
PTPN12	-0.021111974
CLN8	-0.011492505
CRYZL1	-0.025182832
CRY2	0.040431229
FCGR2B	-0.093931448
PNPLA4	-0.165737203
ZNF454	0.157933272
DKFZp434B1231	0.047006702
CLDN11	0.100078185
RFWD2	-0.009524995
CIB2	0.175424146
MXRA8	-0.119131561
HRK	0.193521252
MAML2	0.057214505
C4orf31	0.10261106
C6orf192	-0.082633912
COG6	0.018510121
FAM5B	0.605197441
NFATC1	-0.049866728
10-Sep	-0.041643205
SCYL1	0.004494698
RPP40	0.05051691
SCOC	-0.017483729
KIAA1450	-0.059702011
CTDSPL2	-0.006927331
TBX5	0.017127042
RHD	0.018501068
C14orf45	-0.074073442
ZBTB22	0.021220293
PLCG1	0.03571755
ANKRD10	-0.000969607
AQP7P2	0.459827848
TAGLN2	-0.018409514
HTR2C	0.117336307
SLC16A7	0.15224253
C17orf83	-0.008351305
TSGA14	-0.015998861
MDH1	0.047952925
PPP3R2	0.000961622
DCBLD2	-0.031612055
RBM33	0.017049993
DPH3	0.056627971
SYT10	-0.029959203
FMO4	-0.034434057
THYN1	0.006358318
DRD5	0.03747075
OTOR	0.331603715
PGRMC2	-0.009978185
PAQR6	0.039522852
UBE2I	0.004226234
C14orf28	-0.004124771
C8orf70	-0.105992687
FLYWCH1	0.001070841
ANGPTL3	
GLRX2	0.012806821
ATP11A	0.105653751
ARL5B	0.135706353
MUC16	0.601657527
SLC25A5	0.053873728
ACRC	-0.020673675
MYO1C	-0.020922989
FAM89B	-0.002337612
FAS	0.002363574
KIFAP3	-0.035069927
GLRA2	
BTN3A2	-0.003570018
CNKSR3	0.033235832
CSTF3	0.039342181
ARPM1	0.032614717
KIAA1530	0.026449726
C9orf150	-0.116127965
PRKCI	-0.061945612
tcag7.1015	0.031019653
SOD3	0.164189671
ZNF574	0.041329068
CYP21A2	-0.142138483
RPL12	0.012125686
COMMD2	0.054896709
WIZ	0.017895795
LOC344405	-0.079728519
ALDH4A1	-0.000479066
CRYAB	0.039721207
COPA	-0.002344525
PCDHGA7	0.057484141
KIF11	-0.020175035
RASD2	0.115126892
SLC26A3	0.262061243
ZNF175	-0.135826325
JAKMIP2	0.075120143
C8orf4	0.09002498
PTHLH	0.229073431
SLC40A1	0.00727523
OR7D4	-0.013389095
PCDHB17	0.114111517
CD36	0.179850589
C6orf203	0.064974954
PRKG2	
LOC400566	-0.037979739
SLCO3A1	0.058880713
ZNF692	0.021277879
FANCL	0.055966179
SH3GLB1	0.018591408
C12orf61	
KBTBD6	0.017633912
SUPT5H	0.056582724
XRCC6	-0.007606437
HUS1B	0.308861607
FAM133B	0.021055254
LOC728276	-0.01278245
KCTD18	-0.010966179
SOS2	-0.014742952
CCDC99	0.055998629
C1QTNF5	-0.097133455
USP16	-0.01647075
LARS	0.008261426
ZBTB2	0.059027356
ABO	0.011529828
TRAF3	0.008055759
GALNT5	0.15211426
ALG14	-0.011358005
KIAA0515	-0.005182261
WDR75	0.058907984
TEX261	0.006653263
LY86	-0.016667276
LOC389072	0.001140768
FLJ13611	-0.043777879
MRGPRX2	0.004989031
SNRPA	0.012891682
OR2G2	0.003411335
GPRASP2	-0.003249086
C7orf42	-0.006174406
C9orf163	0.044229433
CYP11B2	
FCRL3	0.192732353
PRDX1	0.007471664
FGB	0.609407757
COX17	0.020688431
C16orf33	0.025539762
PIWIL1	-0.025325314
FOLR1	0.267734294
KIAA0082	-0.020704753
FREQ	0.067881965
TMCC2	0.173120236
TCF12	-0.006170782
ZNF721	-0.039461609
FAM130A2	0.093522093
POU4F1	0.26944226
SNRPF	0.022762112
SGIP1	-0.011967399
